id,kind,src,video,poem,type,work,title,prompt
CINEOSIS-COLLAGE-064,image,cut/out/sheets/03_03-how-to-break-off-an-engagement.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-065,image,cut/out/sheets/04_04-nevermore.webp,,04 NEVERMORE,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-066,image,cut/out/sheets/05_05-bloodlines.webp,,05 BLOODLINES,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-067,image,cut/out/sheets/06_06-resurrecting-atlantis.webp,,06 RESURRECTING ATLANTIS,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-068,image,cut/out/sheets/07_07-dj-turn-me-up.webp,,07 DJ TURN ME UP,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-069,image,cut/out/sheets/08_08-newly-single.webp,,08 NEWLY SINGLE,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-070,image,cut/out/sheets/09_09-yet-heard.webp,,"09 YET, HEARD",cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-071,image,cut/out/sheets/10_10-magic-ride.webp,,10 MAGIC RIDE,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-072,image,cut/out/sheets/11_11-new-day.webp,,11 NEW DAY,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
CINEOSIS-COLLAGE-073,image,cut/out/sheets/12_12-reunion.webp,,12 REUNION,cinema of the brain,collage · cutsheet,The cutsheet puts the place on a diagram and prints its own confidence beside it.,"A city drawn as a working diagram on a pale ground. Skylines assembled from photographic fragments stand over a baseline of numbers. Leader lines connect five faces to their confidence scores and the scores tick as the camera moves. In the margin a running tally of nouns rises. When the two describers disagree, print the disagreement over the image and leave it there. The camera never enters the city; it reads it. Nothing is resolved and nothing is hidden."
